,Tweet,Label,Panjang_tweet,Jumlah_kalimat
808,"kayanya gusti allah marah sama aku:""(",Sad,37,6
809,fasenya gini: tiba-tiba mood melow-nangis-pengen marah tapi gak bisa-grutu-ntr pura pura biasa aja-ntr akhirnya pengen ngomong terus sampe cape -baru nti biasa lagi,Sad,164,23
810,satu hal yang saya benci; terlambat menyayangi seseorang.,Sad,57,8
811,"nemenin adekku main genshin di ps, dia nyeritain soal gamenya panjang lebar pake bahasa inggris tapi aku cuma ""ohh"" ""hahah"" ""iyakah?"" gangerti soalnya anjir berasa bodoh level akhir",Sad,181,28
812,aku benci ketika nangis saat bersama temanku,Sad,44,7
813,"jangan marah padanya jika dia tidak lagi peduli. tapi marahlah pada diri sendiri sebab ketika dia peduli, kamu tidak pernah menghargai.",Sad,135,21
814,"ayam mahal, minyak masak mahal, bahan mentah mahal. nak naik harga banyak kang customer marah. serba salah dibuatnya. tak tahulah sampai bila nak terus bertahan. ada tak peniaga f& b yang rasa macam ni jugak?",Sad,208,35
815,"terlihat meyakinkan namun menyakitkan suatu saat kau akan mengingatku, entah sebagai orang bodoh yang berhasil kau tipu,atau sebagai orang baik yang kau sia sia kan.",Sad,165,25
816,"aku terlalu sayang kamu, juga terlalu bodoh untuk memahami; semua hanya permainanmu.",Sad,84,12
817,"terkadang aku bisa marah, bingung, sedih dan ceria tak kenal hari dan waktu. aku sadar itu dan aku menyesuaikan. mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna-warni (ceria). tapi sebenarnya aku memupuk warna hitam, putih dan abu.",Sad,276,43
818,anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,Sad,66,12
819,"part si kala tantrum emang kerasa bgt emosi nya, dr situ saya sudh mulai mewek",Sad,78,15
820,micellar water malah mau buat bersihin kutek tolol bgt mikir ap km otakku yg kcil,Sad,81,15
821,"luka pling berat dan bikin trauma banget,benci banget tp kek ya udh,,udh terlanjur dan udh terjdi pengen putar waktu mending gk kenal dia dari awal,tp semua udh terjdi yah",Sad,171,29
822,"sedih :(( tapi gapapa setidaknya masih bisa ngabarin fans, jadi ya ga khawatir banget karena ditinggal ilang",Sad,108,17
823,mana banyak adkel alias malu bgt :(,Sad,35,7
824,":(( kemarin takut serok, sekalinya 3 hari berturut-turum ijo terus. sedih",Sad,73,11
825,"habis itu dia nge chat aku gt lohh habis nge chat yaa gitu jadi deket deket. beberapa kali tuh dia ngasih cokelat sama susu strawberry kalau gak salah. trs aku sama dia disekolah gak pernah nyapa kadang eye contact doang soalnya dua duanya malu gitu kan, agak sedih sih",Sad,269,49
826,aku kok merasa ada difase maj up apapun malu ya sekarang :((,Sad,60,12
827,"dan pada akhirnya lu menjadi bingung sama perasaan lu, sama pola pikir lu, terlalu takut untuk maju. termenung dalam diam, overthinking tiap malam, masuk dunia virtual dan menjadi nyaman, aman, tentram. gak mau keluar, mau tetap di sana bersama orang-orang yg bisa ngertiin lu.",Sad,277,44
828,"dia baik , dia tanggung jawab , dia perhatian , dia pengganti sosok papah,dia mengerti aku , orang tuanya sayang anggap aku seperti anaknya , dia tidak membiarkan ak sedih , selalu khawatir kalo aku kenapa napa.. and now , i lost him forever",Sad,241,44
829,"saat tetangga muslim meninggal meski kelakuannya srg jd omongan, bertaburanlah doa di wag,tp saat tetangga non muslim yg jarang berkonflik,hanya ucapan turut berduka yg terucap.apakah mereka takut atau tidak mau mendoakan?padahal allah sebaik baik pengampun dosa. astaghfirullah.",Sad,279,37
830,hahaha iya nih malu malah gak bawa jeans lagi :'),Sad,49,10
831,"malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh",Sad,102,17
832,"mager membaca,malu sendiri",Sad,26,3
833,"saya pernah resign, dan memutuskan untuk berbisnis, setelah saya resign, saya tetap bangun pagi dan pakai kemeja, trus nongkrong kerja di cafe sampai sore, agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya .. cukup menyedihkan",Sad,286,45
834,"gue tuh emg suka gimik, suka bercanda, tp kalo gue lg serius ya tolong ikutin serius lah ky pls baca situasi juga, masa krn gue suka bercanda lu jd suka hidungmu suka, dari ujung rambutmu sampai ujung kakimu semuanya aku suka, malu 3x ku tapi mau, sedih",Sad,253,47
835,"gada yg aneh2 kok kecuali satu emot lope lope dr masa lalu. gausa takut ak diembat cowo lain, ak tetap setia crushin km meski harus terluka melihat u bahagia",Sad,157,29
836,"somehow agak ragu kalau dibilang yg dicari 'talent' karena pada dasarnya yg diliat ada dua = visual sama talent tapi wajar sih namanya jg showbiz. indo aja begitu, gimana korea.. cukup menyedihkan",Sad,196,32
837,pernah juga gw ke sekolah pake kutek pink mana dateng telat wkwkw ya ampun malu bgt udah telat mana jelas2 ngelanggar aturan sekolah yaudah terpaksa dihapus ;(,Sad,159,27
838,"memang tida tau malu manusia satu ini:"")) mau marah tapi gk bisa",Sad,64,12
839,no jgn gini ku malu bbt sm masa lalu ku sedih soalnya kalau diinget,Sad,67,14
840,"terus pas lagi isi air gak sengaja tumpah kena kabel reflek aku teriak biar dia cepat ambil kabelnya biar nda makin banyak kena air, tapi kenapa aku yg kena marah padahal aku reflek teriak karna kaget",Sad,200,36
841,"gpp mba, kaget aja padahal saya juga belain mba nya :') sedikit kecewa ja",Sad,73,14
842,bahkan jika itu palsu terimakasih telah membuatku merasa penting :),Sad,67,10
843,"bisa ga si kalo bimbingan tu gausa digabung ama bokap"" s2 s3 gue kan jd jiper, malu bgt kalo ngang ngong ngang ngong keliatan begonya :(",Sad,136,26
844,"biasanya kl telat masuk sk disemprot sm gurunya, jd malu",Sad,56,10
845,"sama banget sampe males ngasi tau kalo aku cewe, kadang drivernya suka kaget loh cewe toh kak, saya kira cowo, sedih :(",Sad,119,22
846,ayahku di alam kubur kayanya malu juga anaknya jadi wibu begini,Sad,63,11
847,mau nangis .. yedam sunu i did it bener2 ga nyangka sama sekali dapet hasil segini karena memang uas kemarin hopeless bgt takut ga sesuai harapan dan bikin orangtua kecewa,Sad,171,30
848,gw tau malu ya hih :(,Sad,21,6
849,"kadang hanya dgn satu senyuman palsu, kita bisa menyembunyikan begitu banyak rasa sakit.",Sad,88,13
850,"dia tkde bgi apa apa , tpi janji manis serta harapan palsu dia tu saya masih simpan",Sad,83,17
851,"sebelum dewasa udah sendirian kemana mana, gaada yang bisa diajak nemenin soalnya sampe akhirnya sekarang kalau mau minta temenin gaenak takut ganggu akhirnya sendiri lagi, my sad life",Sad,184,28
852,"kangen dunia bxg, tp udh nggak semangat layarin kapal huftfft",Sad,61,10
853,sayangnya kanra masih belum puas.,Sad,33,5
854,"kapal gue beneran karamm :"""" bahagia selalu kalian dengan jalannya masing2, sayonara",Sad,84,12
855,ga enak bgt bangun bangun badan panass:(,Sad,40,7
856,"gapapa masih ada besok, ayoo tetap menyerah jangan semangat!! :(",Sad,64,10
857,"iya tp ga enak badanku keseringan pp, ni lagi nunggu si teteh buat ngerokin.. maklum remaja jompo",Sad,97,17
858,enak ngga enak kangen kerja tapi masih disuruh istirahat sama babeh,Sad,67,11
859,"rajin kerja ngga, kalo punya semangat kerja yg tinggi mah gapapa :(",Sad,67,12
860,gak enak rasanya,Sad,16,3
861,ovomaltine enak juga sih duh nyesel bgt,Sad,39,7
862,"ihh pdhal enak yang beras merahh, malah diganti, syeddih",Sad,56,9
863,"pagiku gak semangat, karena belum disun ayang",Sad,45,7
864,senyum tak selalu berarti seseorang bahagia. kadang seseorang tersenyum hanya karena tak ingin menjelaskan kenapa hatinya t,Sad,123,17
865,"sueer deh kgn tu gk enak .. enak tu di kangenin, di perhatiin, di manjain, di bahagiain.. sedih kesepian menunggu doi",Sad,117,21
866,"aqil lagi kurang enak badan, dari kmrn siang dia pilek. kasian malam susah tidur karena mampet",Sad,94,16
867,cewek itu ga mau ngecewain cowoknya karena dia tau kalo dikecewain orang yang disayang itu rasanya ga enak dan sakit banget.,Sad,124,21
868,ternyata ngekos sendirian ga seenak yg aku bayangkan mending ada temen kamarnya jadi enak ada temen ngobrol,Sad,107,17
869,"kamu jahat tapi nikmat, aku bingungggg :(",Sad,41,7
870,"enak bgt pjj, aku ptm:((",Sad,24,5
871,"trs gue makan sampe dibawain minum, dibilangin pake ini yang biar enak, intinya trs ngomong gak berhenti, gue dah nahan nangis karna merasa bersalah gue jutekin",Sad,160,26
872,"pagi buta sarapan nasi+chiki boncabe, hmm perut mulai agak ga enak..",Sad,69,11
873,"harusnya tadi beli itu lupa nama banyakin, soalnha enak:(",Sad,57,9
874,budayakan mengeluh jangan semangat,Sad,34,4
875,gue baru bangun tidur dan semalem tidur cepat krn g enak badan batuk pilek tau2 bangun denger denis bikin pengumuman kontrak sdh habis makin nambah sakit vine masih diem ampe skrng g keluarin pengumuman juga kah? agensi anehsemoga baik2 saja :(,Sad,244,41
876,aku yang meninggalkannya namun dia yang lebih dulu bahagia,Sad,58,9
877,"aku memang kurang segalanya, tapi setidaknya kasih sayang ini cukup untuk membuatmu bahagia walaupun tak sepenuhnya dan meski kau selalu merasa diriku tidak pernah cukup",Sad,169,25
878,ga enak mau ngapa-ngapain,Sad,25,4
879,tiba2 tidur bangun2 terus. tiba2 gak enak pikirannya. tiba2 pengen nangis tp ndak tau sebabnya. yok kompromi yok,Sad,112,18
880,"posisi sendiri itu emang enak, tapi kalo lagi ngerasa sendirian gak enak banget :v kalian gt juga gak si?",Sad,105,19
881,kenapa w hrs ga enak badan pas weekend,Sad,38,8
882,enak ya yang punya kapel hfft-_- chrissy kapan coba punya kapel :(,Sad,66,12
883,* mungkin hidup gue bakal bahagia kalo gue berasa orang yang menyayangi gue :'(,Sad,79,14
884,baru kali ini gak keluar rumah beberapa hari gegara gak enak badan. hari sebelumnya karena nganggur.,Sad,100,16
885,gk enak bgtt iki,Sad,16,4
886,seperti tidak ada semangat hidup,Sad,32,5
887,kga enak rasanya,Sad,16,3
888,"tau nih, padahal mah enak aku dm. yg lain udah di block duluan tuh :(",Sad,69,15
889,ngk semangat idup,Sad,17,3
890,hari ini ga semangat gara gara belum di ucapin selamat pagi sama ayang,Sad,70,13
891,"pagi pagi udh dpt kabar aja dri temen, antara sedihh dan bahagia tp banyk sedihnya sihh",Sad,87,16
892,both aje dah agar kau puas dan bahagia t__t,Sad,43,9
893,selamat pagi.. sakit apa kak ? saya juga kurang enak badan nih,Sad,62,12
894,recovery 60% tapi tetep ga enak,Sad,31,6
895,semangat ya aku juga sedih soalnya tapi tetap konsisten ja,Sad,58,10
896,kapan sih bisa semangat ceriaa gitu pas berangkat kerja :',Sad,58,10
897,yah serius ga masuk? mengsedih sama-sama hydra. semangat ya,Sad,59,9
898,ga enak badan karna hasil overthinking,Sad,38,6
899,ngga enak badan,Sad,15,3
900,gak enak body,Sad,13,3
901,ya allah mau nyerah tapi harus semangat :(,Sad,42,8
902,"ge mriyang tapi kudu tetep kerja demi bisa bahagia dapat duit, miris sedih",Sad,74,13
903,enak banget tapi hanya bisa melihat,Sad,35,6
904,ga semangat karna ga di semangatin ayang,Sad,40,7
905,"dulu di sekolah emang banyak banget yang ga suka sama aku sih, ditambah aku juga ga cantik.",Sad,91,17
906,"padahal aku suka banget supergirl tapi dihilangin dr channelnya, adohhh sad bet",Sad,79,12
907,"pusing banget, tapi suka, sedih jadinya ya gk kesampean",Sad,55,9
908,"ketemu cowo itu di pekanbaru. masi ingat banget semua hal sama dialah walaupun ga pernah jadian. ya sesayang itu dulu. sekarang sih dpt yg better. tapi dgn kejadian itu aku bs blg ke anak perempuanku one day, jgn mau di blg suka trus km ambil hati kalo ga diofficialin :/",Sad,271,50
909,biasanya yg suka maksa tuh sales asuransinya. mana ngomongnya cepet banget gabisa dipotong. :(,Sad,94,14
910,"revisi proposal dikira 30k/revisi, tapi perintahnya nambahin penjelasan 2 variabel lain + hasil penelitian dari tiap variabel :), ngilang berhari2, dateng2 nuduh nipu. padahal cust yg lain suka aku kasih bonus page atau pengurangan harga",Sad,237,35
911,"jujur, suka heran kenapa giliran gue yang punya masalah, gue jarang banget bisa leluasa cerita ke orang. padahal dengerin curhatan orang adaa kali tiap hari :)",Sad,159,26
912,lukaku banyak banget disini dan kalo tiba2 keinget masih suka nangis & masih terasa sakit..,Sad,91,15
913,"w kalo mimpi ngomongnya pake b ing atau lainnya selain indo pas bangun suka capek banget, kepala pusing. apa banget dah",Sad,119,21
914,"aku baru jadi myday akhir 2020 kalo nggak awal 2021, sedih banget belum pernah liat mereka satu frame dan agak nyesel sih baru jadi myday waktu itu, padahal sebelumnya emang udah suka banget sama lagu""nya day6",Sad,209,36
915,"sampe sekarang masih bertanya tanya kenapa orang suka banget buat sampah di halaman rumahku yaa, sedih harus bersihin terus",Sad,123,19
916,"sama cowo kembar, tapi keknya yg satu suka sm gua, trs kita kos an nya sebelahan gitu, dia baikk banget, terus entah kenapa mereka (yg kembar itu) tiba tiba ngejauh, bahkan pindah kost, jadi gue kesepian, lagi dan lagi",Sad,218,39
917,"aku cuma bisa mengagumimu ,suka padamu dalam diam dan bener2 cinta pada mu. karena untuk memilikimu adalah yg mustahil .",Sad,120,20
918,"pacarku suka ilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian gitu, nah sekarang dia juga ngilang lagi udah 2 hari. kalo aku minta putus gitu aku berlebihan kah? jujur aku udah cape banget tapi aku masih sayang",Sad,223,38
919,"udah ngebias dr jaman sma, mulai suka sama band, soloist, sampe sekarang aktor. baru sadar itu abisin duit banget ya. udah kaya mungkin aku skrg kalo ga terperosok dr dulu",Sad,171,30
920,"gua baru sadar muka gua pas nikahan ga ada yg beres, kek terpaksa bgt senyum sampe photographernya blg biasanya penganten mah suka bgt di foto tapi kalo ini mah susah banget di foto",Sad,181,33
921,"alay, but pkn. se-gak suka itu aku sama pkn, dan kebetulan dikasih tugasnya banyak banget:')",Sad,92,15
922,"aku dulu suka banget sama wenda wkwk tp pas dia hempas untung ada jeketri, sedih",Sad,80,15
923,cinta memang rumit dan menguras energi jiwa raga hati hidup w :(,Sad,64,12
924,"ternyata beda ya dianggap sekadar suka sama tmpt cerita kebayang gmn poteknya dewangga waktu nanya ke april ""kamu beneran cuma anggap saya atasan yg kebetulan suka sama kamu ya? bukan laki-laki yg mungkin bisa kasih kamu a shoulder to cry on? a sharing partner instead?""",Sad,270,45
925,req dm telat banget :(( kalo mau nanya ke wa ato ga rep ama tag aku ya soalnya suka telat kalo dm,Sad,97,22
926,yg suka doang mah banyak gak gw pungkiri. nah yg sayang dan cinta kaga ada bwankk wkwkw :(,Sad,90,18
927,"dulu tiap ada yang kasih berkas talak suka heran kenapa harus pisah padahal masih muda bahkan ada yg sudah beranak, tapi keadaan mental istri atau suami ya mereka sendiri yg tau dan pasti itu sudah yg terbaik buat kedua pihak",Sad,225,40
928,"sedih banget dahh, kucing gua ada tuh 2 yg selalu dilepas dari kecil, tapi ya selalu inget pulang karna mereka emang ga suka main terlalu jauh dari rumah gitu.",Sad,159,29
929,"mau cerita, ayah sender tuh bukan tipe orang yang suka marah atau suka ngomong kasar ke sender. cuma tadi karena sender gamau ikut pergi keluar, sender dibilang bego sama ayah sender. rasanya sakit banget + kaget hehe. tapi sender nahan buat ga nangis didepan ayah.",Sad,265,45
930,abis vaksin dosis 3 rasanya badan suka gampang banget capek :(,Sad,62,11
931,"gaada:"") soalnya gue kurang suka yaa suka sihh tapi yaa ga banget banget gitu",Sad,77,14
932,"kenapa single? karna tiap suka sama orang, aku doang yang suka, dianya kaga alias cinta bertepuq sebelah tangan ;/3",Sad,115,19
933,"kalau abis mandi trus ngaca kadang suka mikirr, gila sih muka gw mirip alien banget :(",Sad,86,16
934,"iyaa, apalagi kalau udah yang sakit banget yang susah makan gitu suka minta suapin mama terus kalau tidur harus ditemenin papa juga t__t",Sad,136,23
935,"ngilunya nyebar keseluruh badan, bikin lu jadi sesek napas juga, jadi kek gw suka lupa buat napas lagi saking mending gua tahan napas aja. pokoknya sakit banget ga kuaat tp gw keukeuh gamau berobat kek malash wkwkkwkw jadi gw diemin ajaa",Sad,237,41
936,"i know this will end with ab, and i feel the story trying to pin c as antagonist but really anjir, siapa yang suka kalau u sayang sama orang tapi orang tsb ngomongin mantannya mulu sih",Sad,184,36
937,"dia dulu suka gue ghosting karena sibuk fds sama belajar soalnya kelas 9, gue pelor banget alias jam 10 udah tidur.. jam tidur gue dulu ga seberantakkan itu jadi cepet tidurnya tapi ni anak sabaar anjir. apa kena karma ya gue gagal move on banget sama yang sesabar dia :(",Sad,271,50
938,"aku loh sering banget begini,sampe temen-temenku suka sampe sumpah serapahin aku asli lupa banget,kayak berasa udah ngebales,eh taunya aku balesnya dalem hati sampe ada yang 6bulan kemudian batu ku bales,itupun aku ngehnya gara2 scroll chat,kalo ngga scroll bisa setahun:""(",Sad,273,39
939,"ngga suka jeruk tapi nggapapa deh, menyiksa banget sariawan",Sad,59,9
940,"gua ga enak banget keinget rant lama. kalo gua emang bukan manusia yang baik tapi serah lah. kek gua dah ngerasa kalian nyaman, kalian bisa dengerin apapun bahkan gua ngoceh tapi ternyata kalian malah ga suka ma gua ya terserah juga sih. gua masih bisa bahagia walau sendirian",Sad,276,48
941,"pernah suka, pernah sayang, tapi gak jadian. ;/3 :')",Sad,52,9
942,"bener banget, temen gue ada yg bilangin ke dia kalo gue suka sama dia eh dia bilang kita kan beda agama, mending jangan suka sama aku yaallah nyesek bangett",Sad,157,29
943,"suka nangis sendiri kalo ketemu orang orang baik banget ke gua padahal ga saling kenal awalnya, yaa allah jadi ngerasa bersalah pernah mikir hal hal negatif, kurang bersyukur banget",Sad,181,29
944,"aku pikir aku salah makan atau apa, karena aku sendiri kadang suka bandel klo urusan makan jdi aku pikir maag biasa tapi pas diperiksa itu katanya lambungku infeksi, mana obatnya banyak banget hiks makasih banyak ya kmu juga sehat2 teruss",Sad,238,40
945,"aku belum jadi sekolah ilmu komunikasi politik aja udah banyak bgt yg ga suka ih, hinaa banget aku kayanya",Sad,106,19
946,"mungkin salahku bang terlalu memanjakannya. kan nggak salah? iya sih. tapi kelamaan kok cam manfaatin. lha kok diam? namanya sayang kok ngeluh? sikap berpura & suka bersumpah untuk membela dirinya awak tak suka, takut karma. apa dia sadar ya bang? ntahla, cuma dia yang tau :')",Sad,277,46
947,"dulu suka banget bahkan aku sering diem di rumahnya krn ngerasa adem aja gitu, bisa diajak cerita juga, ngerti sm keadaanku, tp skrg udah gada sedih bgt :( gada temen cerita lagi :(",Sad,181,33
